date,exitPagePath,sessions,users,timeOnPage,goal13Completions,goal17Completions
2020-03-01,/,26,26,1573,0,0
2020-03-01,/about-us/,10,7,1116,0,0
2020-03-01,/about-us/become-a-ta-data/,1,1,0,0,0
2020-03-01,/about-us/become-an-instructor/,1,1,382,0,0
2020-03-01,/about-us/join-us/,3,3,68,0,0
2020-03-01,/about-us/join-us/partner-account-manager-smes/,4,4,86,0,0
2020-03-01,/about-us/our-team/,2,2,23,0,0
2020-03-01,/about-us/our-team/our-board/,2,2,64,0,0
2020-03-01,/admissions-track/,1,1,0,0,0
2020-03-01,/blog/7-celebrities-didnt-know-code/,1,1,0,0,0
2020-03-01,/blog/battled-pokemon-project/,1,1,0,0,0
2020-03-01,/blog/best-podcasts-coders-programmers/,20,19,386,0,0
2020-03-01,/blog/career-change-into-digital/,1,1,0,0,0
2020-03-01,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-03-01,/blog/congratulations-cohort-e29-graduates/,1,1,0,0,0
2020-03-01,/blog/day-life-web-developer/,1,1,0,0,0
2020-03-01,/blog/hire-a-developer-technical-interviews/,1,1,213,0,0
2020-03-01,/blog/how-codeclan-gives-back-to-the-community-in-scotland-with-tech-for-good/,1,1,19,0,0
2020-03-01,/blog/learn-to-code-working/,1,1,0,0,0
2020-03-01,/blog/meet-codeclans-first-highlands-partners/,1,1,0,0,0
2020-03-01,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,6,6,867,0,0
2020-03-01,/blog/meet-the-team-aileen-mcdonald/,1,1,266,0,0
2020-03-01,/blog/peter-support-engineer-freeagent/,1,1,0,0,0
2020-03-01,/blog/speed-networking-debunked-what-you-need-to-know/,1,1,1012,0,0
2020-03-01,/blog/what-is-javascript-and-why-learn-it/,1,1,179,0,0
2020-03-01,/courses/,13,13,913,0,0
2020-03-01,/courses/agile-for-effective-teams/,1,1,67,0,0
2020-03-01,/courses/bespoke-courses/,1,1,92,0,0
2020-03-01,/courses/data-analysis/,12,10,1577,0,0
2020-03-01,/courses/data-analysis/?fbclid=IwAR2LNAkffCXS8yebS8jwzhpLgCa7GyiWi_CK6zULoKuz6b5B4DeQyqQa0GQ,1,1,0,0,0
2020-03-01,/courses/data-analysis/?fbclid=IwAR2shRlUUF9qMxvFfxICol3UQyZsYtxxM_S1_faW4_U2Qfn2Q8vifdaanGM,1,1,0,0,0
2020-03-01,/courses/data-analysis/application-process/,2,2,2991,0,0
2020-03-01,/courses/data-analysis/apply/,7,2,55,0,0
2020-03-01,/courses/data-analysis/cost-and-funding/,2,2,94,0,0
2020-03-01,/courses/edaid-apply/,1,1,18,0,0
2020-03-01,/courses/edinburgh/,1,1,1264,0,0
2020-03-01,/courses/full-stack-web-development/,4,4,574,0,0
2020-03-01,/courses/full-stack-web-development/cost-and-funding/,1,1,75,0,0
2020-03-01,/courses/professional-software-development/,17,16,1212,0,0
2020-03-01,/courses/professional-software-development/application-and-dates/,2,2,489,0,0
2020-03-01,/courses/professional-software-development/apply/,3,3,1078,0,0
2020-03-01,/courses/professional-software-development/cost-and-funding/,18,14,1345,0,0
2020-03-01,/courses/professional-software-development/curriculum/,3,2,362,0,0
2020-03-01,/courses/professional-software-development/student-projects/,1,1,0,0,0
2020-03-01,/courses/professional-software-development/thank-you-syllabus-download/,1,1,350,0,0
2020-03-01,/courses/programming-with-r/,2,2,0,0,0
2020-03-01,/courses/python-for-developers/,4,4,93,0,0
2020-03-01,/courses/statistical-modelling/,1,1,739,0,0
2020-03-01,/courses/understanding-software-development/,3,3,307,0,0
2020-03-01,/courses/ux-advanced/,1,1,28,0,0
2020-03-01,/courses/ux-design-fundamentals/,7,6,1125,0,0
2020-03-01,/data-analysis-announcement/,2,2,99,0,0
2020-03-01,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,1,1,136,0,0
2020-03-01,/data-analysis-announcement/dataset-exercise/,2,2,4699,0,0
2020-03-01,/edinburgh/,4,2,26,0,0
2020-03-01,/Edinburgh/,1,1,0,0,0
2020-03-01,/enquire/,2,2,523,0,0
2020-03-01,/events/edinburgh/,4,3,1193,0,0
2020-03-01,/events/glasgow/,1,1,75,0,0
2020-03-01,/events/info-taster-session-events/,14,13,5300,0,0
2020-03-01,/for-employers/,1,1,20,0,0
2020-03-01,/glasgow/,1,1,228,0,0
2020-03-01,/inverness/,2,2,0,0,0
2020-03-01,/pre-course-work-data-analysis/,6,5,4,0,0
2020-03-01,/pre-course-work/,11,6,5,0,0
2020-03-01,/the-codeclan-experience/,4,3,85,0,0
2020-03-01,/the-codeclan-experience/a-typical-day/,3,3,386,0,0
2020-03-02,/,55,49,3775,0,0
2020-03-02,/?fbclid=IwAR1V7Pvt7_E9o7zbjLjPkjMO5jKaB_x8KaokTjgAVaVEGTVCAe7K89dbiWw,1,1,0,0,0
2020-03-02,/about-us/,10,10,1823,0,0
2020-03-02,/about-us/become-a-ta-data/,2,2,116,0,0
2020-03-02,/about-us/become-an-instructor/,4,4,17,0,0
2020-03-02,/about-us/join-us/,5,5,2168,0,0
2020-03-02,/about-us/join-us/partner-account-manager-smes/,6,6,740,0,0
2020-03-02,/about-us/our-team/,7,6,2080,0,0
2020-03-02,/about-us/our-team/our-board/,4,4,827,0,0
2020-03-02,/admissions-track/,1,1,6,0,0
2020-03-02,/blog/7-celebrities-didnt-know-code/,2,2,0,0,0
2020-03-02,/blog/apply-immersive-programming-course/,1,1,39,0,0
2020-03-02,/blog/author/codeclan/page/2/,1,1,108,0,0
2020-03-02,/blog/barriers-to-employment-get-digitall/,1,1,0,0,0
2020-03-02,/blog/best-podcasts-coders-programmers/,18,17,761,0,0
2020-03-02,/blog/career-change-into-digital/,3,3,0,0,0
2020-03-02,/blog/category/instructor-blogs/,1,1,433,0,0
2020-03-02,/blog/celebrate-joint-graduation/,1,1,0,0,0
2020-03-02,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-03-02,/blog/codeclan-glasgow-clockwise/,1,1,0,0,0
2020-03-02,/blog/current-skills-perfect-coding/,1,1,0,0,0
2020-03-02,/blog/hire-developers-online-tests/,4,4,0,0,0
2020-03-02,/blog/how-codeclan-gives-back-to-the-community-in-scotland-with-tech-for-good/,1,1,129,0,0
2020-03-02,/blog/how-i-discovered-code/,1,1,0,0,0
2020-03-02,/blog/learn-to-code-working/,1,1,0,0,0
2020-03-02,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,2,2,0,0,0
2020-03-02,/blog/meet-the-team-niall-morris/,1,1,1040,0,0
2020-03-02,/blog/move-to-digital-first/,1,1,0,0,0
2020-03-02,/blog/overcoming-your-interview-fears/,1,1,181,0,0
2020-03-02,/blog/say-hello-to-edinburgh-cohort-33/,1,1,0,0,0
2020-03-02,/blog/scottish-government-hiring/,1,1,437,0,0
2020-03-02,/blog/speed-networking-debunked-what-you-need-to-know/,1,1,0,0,0
2020-03-02,/blog/took-back-control-coding/,1,1,0,0,0
2020-03-02,/blog/why-learn-coding/,1,1,819,0,0
2020-03-02,/courses/,15,15,852,0,0
2020-03-02,/courses/agile-for-effective-teams/,1,1,65,0,0
2020-03-02,/courses/bespoke-courses/,1,1,525,0,0
2020-03-02,/courses/data-analysis/,21,20,3594,0,0
2020-03-02,/courses/data-analysis/?fbclid=IwAR0gmhQwNZubnmGgt3LeMq9aCFSLKCgeyqbA9Z_Ot0y01rnVCbUNXxqF_U4,1,1,0,0,0
2020-03-02,/courses/data-analysis/application-process/,1,1,0,0,0
2020-03-02,/courses/data-analysis/case-study/,1,1,343,0,0
2020-03-02,/courses/data-analysis/cost-and-funding/,5,5,2408,0,0
2020-03-02,/courses/edaid-apply/,1,1,34,0,0
2020-03-02,/courses/edinburgh/,1,1,127,0,0
2020-03-02,/courses/full-stack-web-development/,5,5,1643,0,0
2020-03-02,/courses/full-stack-web-development/cost-and-funding/,6,5,777,0,0
2020-03-02,/courses/intro-to-r/,2,2,197,0,0
2020-03-02,/courses/professional-software-development/,25,24,2685,0,0
2020-03-02,/courses/professional-software-development/application-and-dates/,2,2,2050,0,0
2020-03-02,/courses/professional-software-development/apply/,6,6,2460,0,0
2020-03-02,/courses/professional-software-development/cost-and-funding/,11,11,827,0,0
2020-03-02,/courses/professional-software-development/curriculum/,2,2,49,0,0
2020-03-02,/courses/professional-software-development/student-projects/,1,1,44,0,0
2020-03-02,/courses/professional-software-development/thank-you-syllabus-download/,1,1,26,0,0
2020-03-02,/courses/python-for-developers/,9,9,2326,0,0
2020-03-02,/courses/statistical-modelling/,1,1,0,0,0
2020-03-02,/courses/understanding-software-development/,9,8,793,0,0
2020-03-02,/courses/ux-advanced/,2,2,242,0,0
2020-03-02,/courses/ux-design-fundamentals/,5,4,2769,0,0
2020-03-02,/data-analysis-announcement/,3,3,485,0,0
2020-03-02,/edinburgh/,4,3,212,0,0
2020-03-02,/Edinburgh/,1,1,0,0,0
2020-03-02,/enquire/,6,6,142,0,0
2020-03-02,/events/edinburgh/,2,2,168,0,0
2020-03-02,/events/glasgow/,1,1,0,0,0
2020-03-02,/events/info-taster-session-events/,11,11,2683,0,0
2020-03-02,/events/info-taster-session-events/?fbclid=IwAR3vykyhvlKsfyDQ7WN3HZo3ltsbbAaRk33om4Z-kMDo21iVtcZRXX9drYg,1,1,0,0,0
2020-03-02,/events/other-events/,1,1,66,0,0
2020-03-02,/events/partner-events/,2,2,2498,0,0
2020-03-02,/for-employers/,3,3,384,0,0
2020-03-02,/for-employers/become-a-partner/,2,2,379,0,0
2020-03-02,/for-employers/hire-with-codeclan/,3,3,607,0,0
2020-03-02,/for-employers/sponsorships/,1,1,373,0,0
2020-03-02,/glasgow/,3,3,967,0,0
2020-03-02,/Glasgow/,2,2,0,0,0
2020-03-02,/inverness/,1,1,432,0,0
2020-03-02,/pre-course-work/,19,13,1684,0,0
2020-03-02,/store/,2,2,48,0,0
2020-03-02,/the-codeclan-experience/a-typical-day/,1,1,0,0,0
2020-03-03,/,56,51,1758,0,0
2020-03-03,/?s=Heather,1,1,100,0,0
2020-03-03,/about-us/,4,4,1632,0,0
2020-03-03,/about-us/join-us/,3,3,923,0,0
2020-03-03,/about-us/join-us/partner-account-manager-smes/,6,6,1848,0,0
2020-03-03,/about-us/our-team/,8,7,2602,0,0
2020-03-03,/about-us/our-team/our-board/,3,3,115,0,0
2020-03-03,/admissions-track-data/,1,1,280,0,0
2020-03-03,/admissions-track/,15,9,1384,0,0
2020-03-03,/blog/7-celebrities-didnt-know-code/,3,3,0,0,0
2020-03-03,/blog/7-reasons-to-study-data-analysis-at-codeclan/,1,1,164,0,0
2020-03-03,/blog/9-common-misconceptions-coding/,1,1,0,0,0
2020-03-03,/blog/apply-immersive-programming-course/,1,1,387,0,0
2020-03-03,/blog/best-podcasts-coders-programmers/,11,9,0,0,0
2020-03-03,/blog/category/whats-happening-at-codeclan/,2,2,386,0,0
2020-03-03,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-03-03,/blog/codeclan-contributing-to-scotlands-20bn-data-boom/,1,1,1030,0,0
2020-03-03,/blog/current-skills-perfect-coding/,1,1,76,0,0
2020-03-03,/blog/glasgow-coding-bootcamp-career/,1,1,0,0,0
2020-03-03,/blog/graduates-charley-junior-developer/,2,2,91,0,0
2020-03-03,/blog/hire-developers-online-tests/,1,1,0,0,0
2020-03-03,/blog/learn-to-code-working/,3,3,0,0,0
2020-03-03,/blog/meet-matthew-developer-evangelist-wallet-services/,1,1,474,0,0
2020-03-03,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,2,2,107,0,0
2020-03-03,/blog/meet-the-team-niall-morris/,1,1,0,0,0
2020-03-03,/blog/melindas-memo-june-2019/,1,1,50,0,0
2020-03-03,/blog/newsdirect-client-xperience-interview/,1,1,0,0,0
2020-03-03,/blog/page/4/,1,1,1759,0,0
2020-03-03,/blog/scotland-demand-for-developers-growing/,1,1,0,0,0
2020-03-03,/blog/speed-networking-debunked-what-you-need-to-know/,1,1,0,0,0
2020-03-03,/blog/why-learn-coding/,1,1,0,0,0
2020-03-03,/courses/,12,12,965,0,0
2020-03-03,/courses/16-week-course/apply/,1,1,0,0,0
2020-03-03,/courses/agile-for-effective-teams/,2,2,4,0,0
2020-03-03,/courses/bespoke-courses/,1,1,75,0,0
2020-03-03,/courses/data-analysis/,19,19,3512,0,0
2020-03-03,/courses/data-analysis/apply/,2,2,109,0,0
2020-03-03,/courses/data-analysis/case-study/,1,1,0,0,0
2020-03-03,/courses/data-analysis/cost-and-funding/,4,4,425,0,0
2020-03-03,/courses/full-stack-web-development/,8,7,965,0,0
2020-03-03,/courses/full-stack-web-development/cost-and-funding/,3,3,2212,0,0
2020-03-03,/courses/professional-software-development/,26,24,1168,0,0
2020-03-03,/courses/professional-software-development/application-and-dates/,3,3,1322,0,0
2020-03-03,/courses/professional-software-development/apply/,3,3,133,0,0
2020-03-03,/courses/professional-software-development/cost-and-funding/,16,15,2713,0,0
2020-03-03,/courses/professional-software-development/curriculum/,5,4,1261,0,0
2020-03-03,/courses/professional-software-development/thank-you-syllabus-download/,1,1,353,0,0
2020-03-03,/courses/programming-with-r/,1,1,0,0,0
2020-03-03,/courses/python-for-developers/,10,10,1294,0,0
2020-03-03,/courses/thank-you-for-your-application/,1,1,0,0,0
2020-03-03,/courses/understanding-software-development/,4,4,427,0,0
2020-03-03,/courses/ux-advanced/,1,1,69,0,0
2020-03-03,/courses/ux-design-fundamentals/,6,6,134,0,0
2020-03-03,/data-analysis-announcement/,4,4,46,0,0
2020-03-03,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,1,1,96,0,0
2020-03-03,/data-analysis-announcement/dataset-exercise/,1,1,65,0,0
2020-03-03,/edinburgh/,1,1,209,0,0
2020-03-03,/Edinburgh/,1,1,1123,0,0
2020-03-03,/enquire/,7,7,798,0,0
2020-03-03,/events/edinburgh/,3,3,1002,0,0
2020-03-03,/events/glasgow/,2,2,35,0,0
2020-03-03,/events/info-taster-session-events/,15,14,1923,0,0
2020-03-03,/events/inverness-events/,1,1,131,0,0
2020-03-03,/events/other-events/,1,1,41,0,0
2020-03-03,/events/partner-events/,1,1,338,0,0
2020-03-03,/for-employers/,3,2,1825,0,0
2020-03-03,/for-employers/become-a-partner/,1,1,122,0,0
2020-03-03,/for-employers/community-outreach/,1,1,162,0,0
2020-03-03,/for-employers/employer-case-studies/,1,1,126,0,0
2020-03-03,/for-employers/sponsorships/,1,1,587,0,0
2020-03-03,/for-employers/upskill-your-staff/,2,2,1168,0,0
2020-03-03,/glasgow/,3,3,120,0,0
2020-03-03,/Glasgow/,3,3,0,0,0
2020-03-03,/pre-course-work/,19,13,1362,0,0
2020-03-03,/the-codeclan-experience/a-typical-day/,2,2,366,0,0
2020-03-03,/the-codeclan-experience/the-alumni/,1,1,699,0,0
2020-03-04,/,60,58,3870,0,0
2020-03-04,/?fbclid=IwAR09tiTF4wrX1bp4KhGGFPsp9BjRUupHDoOwbh84LhqnaEwxhdKgA6oMbLc,1,1,0,0,0
2020-03-04,/?s=Covid19,1,1,358,0,0
2020-03-04,/about-us/,4,4,160,0,0
2020-03-04,/about-us/become-a-ta-data/,2,1,21,0,0
2020-03-04,/about-us/become-an-instructor/,2,2,92,0,0
2020-03-04,/about-us/join-us/,2,2,63,0,0
2020-03-04,/about-us/join-us/job-applicant-privacy-notice/,1,1,0,0,0
2020-03-04,/about-us/join-us/partner-account-manager-smes/,5,5,280,0,0
2020-03-04,/about-us/our-team/,9,8,5017,0,0
2020-03-04,/about-us/our-team/our-board/,7,6,1987,0,0
2020-03-04,/admissions-track/,7,6,10,0,0
2020-03-04,/blog/,4,3,1063,0,0
2020-03-04,/blog/7-celebrities-didnt-know-code/,2,2,0,0,0
2020-03-04,/blog/9-websites-start-coding-journey/,1,1,0,0,0
2020-03-04,/blog/best-podcasts-coders-programmers/,17,14,308,0,0
2020-03-04,/blog/career-change-into-digital/,1,1,2141,0,0
2020-03-04,/blog/category/learning-to-code/,1,1,0,0,0
2020-03-04,/blog/ceo-scottish-tech-startup-awards/,1,1,183,0,0
2020-03-04,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-03-04,/blog/codeclan-students-changed-career/,1,1,0,0,0
2020-03-04,/blog/current-skills-perfect-coding/,1,1,0,0,0
2020-03-04,/blog/day-life-web-developer/,1,1,66,0,0
2020-03-04,/blog/graduates-peter-tester-junior-software-developer/,1,1,0,0,0
2020-03-04,/blog/hire-developers-online-tests/,5,5,0,0,0
2020-03-04,/blog/learn-to-code-working/,2,2,0,0,0
2020-03-04,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,3,2,0,0,0
2020-03-04,/blog/our-guide-to-funding-our-full-time-courses/,2,2,47,0,0
2020-03-04,/blog/say-hello-to-edinburgh-cohort-33/,1,1,11,0,0
2020-03-04,/blog/took-back-control-coding/,1,1,0,0,0
2020-03-04,/blog/top-networking-events-scotland/,1,1,0,0,0
2020-03-04,/courses/,27,23,3380,0,0
2020-03-04,/courses/agile-for-effective-teams/,2,2,104,0,0
2020-03-04,/courses/data-analysis/,22,19,8974,0,0
2020-03-04,/courses/data-analysis/application-process/,1,1,525,0,0
2020-03-04,/courses/data-analysis/apply/,3,3,432,0,0
2020-03-04,/courses/data-analysis/cost-and-funding/,3,3,1629,0,0
2020-03-04,/courses/edaid-apply/,1,1,228,0,0
2020-03-04,/courses/edinburgh/,3,3,1611,0,0
2020-03-04,/courses/full-stack-web-development/,8,8,1916,0,0
2020-03-04,/courses/full-stack-web-development/cost-and-funding/,3,3,835,0,0
2020-03-04,/courses/professional-software-development/,19,18,2433,0,0
2020-03-04,/courses/professional-software-development/application-and-dates/,5,4,3020,0,0
2020-03-04,/courses/professional-software-development/apply/,3,3,50,0,0
2020-03-04,/courses/professional-software-development/cost-and-funding/,15,15,1053,0,0
2020-03-04,/courses/professional-software-development/curriculum/,5,4,1365,0,0
2020-03-04,/courses/professional-software-development/student-projects/,1,1,3463,0,0
2020-03-04,/courses/professional-software-development/thank-you-syllabus-download/,2,2,146,0,0
2020-03-04,/courses/programming-with-r/,3,1,0,0,0
2020-03-04,/courses/python-for-developers/,2,2,57,0,0
2020-03-04,/courses/understanding-software-development/,3,3,859,0,0
2020-03-04,/courses/ux-advanced/,1,1,0,0,0
2020-03-04,/courses/ux-design-fundamentals/,2,2,190,0,0
2020-03-04,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,2,2,367,0,0
2020-03-04,/digital-careers/,1,1,361,0,0
2020-03-04,/edinburgh/,1,1,13,0,0
2020-03-04,/Edinburgh/,5,4,1855,0,0
2020-03-04,/enquire/,5,5,4,0,0
2020-03-04,/events/edinburgh/,2,2,0,0,0
2020-03-04,/events/glasgow/,5,3,1739,0,0
2020-03-04,/events/info-taster-session-events/,18,16,1390,0,0
2020-03-04,/events/inverness-events/,1,1,615,0,0
2020-03-04,/events/other-events/,1,1,65,0,0
2020-03-04,/events/partner-events/,2,2,309,0,0
2020-03-04,/for-employers/,4,4,11,0,0
2020-03-04,/for-employers/become-a-partner/,1,1,1157,0,0
2020-03-04,/for-employers/hire-with-codeclan/,1,1,0,0,0
2020-03-04,/for-employers/upskill-your-staff/,3,3,87,0,0
2020-03-04,/glasgow/,5,4,728,0,0
2020-03-04,/Glasgow/,1,1,0,0,0
2020-03-04,/pre-,1,1,0,0,0
2020-03-04,/pre-course-work-data-analysis/,2,2,360,0,0
2020-03-04,/pre-course-work/,12,11,1,0,0
2020-03-04,/store/,1,1,0,0,0
2020-03-04,/the-codeclan-experience/a-typical-day/,3,3,3028,0,0
2020-03-05,/,48,45,6071,0,0
2020-03-05,/?fbclid=IwAR0zCktWcnOzcNNwcW3Rh3jKrgLc1SuJCo3UsEbUc98uyFYxG_9Jho2yT34,1,1,0,0,0
2020-03-05,/?ref=hexometer,1,1,0,0,0
2020-03-05,/?semalt_com/29=,1,1,0,0,0
2020-03-05,/about-us/,7,7,1774,0,0
2020-03-05,/about-us/join-us/partner-account-manager-smes/,2,2,44,0,0
2020-03-05,/about-us/our-team/,16,14,3677,0,0
2020-03-05,/about-us/our-team/our-board/,8,7,681,0,0
2020-03-05,/about/,1,1,122,0,0
2020-03-05,/admissions-track/,6,3,195,0,0
2020-03-05,/ai,1,1,0,0,0
2020-03-05,/blog/7-celebrities-didnt-know-code/,8,8,721,0,0
2020-03-05,/blog/battled-pokemon-project/,1,1,0,0,0
2020-03-05,/blog/best-podcasts-coders-programmers/,12,12,0,0,0
2020-03-05,/blog/category/whats-new/,1,1,790,0,0
2020-03-05,/blog/claires-ruby-project-cycle-ride-logging-application/,1,1,147,0,0
2020-03-05,/blog/day-life-web-developer/,2,2,76,0,0
2020-03-05,/blog/employers-catriona-dick-zonal/,1,1,0,0,0
2020-03-05,/blog/finding-a-career-you-love/,1,1,929,0,0
2020-03-05,/blog/get-involved-with-codeclans-client-xperience-programme/,1,1,0,0,0
2020-03-05,/blog/graduate-chris-android-developer/,2,2,294,0,0
2020-03-05,/blog/hire-developers-online-tests/,1,1,0,0,0
2020-03-05,/blog/how-codeclan-gives-back-to-the-community-in-scotland-with-tech-for-good/,3,3,0,0,0
2020-03-05,/blog/make-most-of-github/,1,1,0,0,0
2020-03-05,/blog/meet-our-graduates-tom-software-developer-inoapps/,1,1,0,0,0
2020-03-05,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,4,4,109,0,0
2020-03-05,/blog/meet-the-team-niall-morris/,1,1,0,0,0
2020-03-05,/blog/most-asked-questions/,1,1,0,0,0
2020-03-05,/blog/move-to-digital-first/,1,1,0,0,0
2020-03-05,/blog/new-funding-opens-up-careers-in-coding/,2,2,93,0,0
2020-03-05,/blog/our-guide-to-funding-our-full-time-courses/,5,5,0,0,0
2020-03-05,/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR0AlqF7f0UkKHxQEcV7CP0yFJx7p4djwfgYEGaNvuTJ7jEOGZ7iebbjeLs,1,1,0,0,0
2020-03-05,/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR1l6Xllh8XsfrzMb2LAxQAaQ_Pm5xNoNsrpyq8awNAawSvf7qSNYmsKHnM,1,1,0,0,0
2020-03-05,/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR2ldft8atGFYtNfeiLuWsJRYatsRqWIcbjcq1yi0OkQUACrvKDC3d4xIyQ,1,1,0,0,0
2020-03-05,/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR3bbW_nmnRBnO_5h26mtGiqjIJKa8bS2khwBjA1es-JbsaizUKnO1kixzA,1,1,0,0,0
2020-03-05,/blog/speed-networking-debunked-what-you-need-to-know/,1,1,0,0,0
2020-03-05,/blog/student-codeclan-expect-prepare/,1,1,0,0,0
2020-03-05,/blog/tag/career/,1,1,0,0,0
2020-03-05,/courses/,13,13,606,0,0
2020-03-05,/courses/agile-for-effective-teams/,2,2,586,0,0
2020-03-05,/courses/bespoke-courses/,1,1,25,0,0
2020-03-05,/courses/data-analysis/,21,19,616,0,0
2020-03-05,/courses/data-analysis/application-process/,2,2,1273,0,0
2020-03-05,/courses/data-analysis/apply/,3,3,10,0,0
2020-03-05,/courses/data-analysis/case-study/,2,2,103,0,0
2020-03-05,/courses/data-analysis/cost-and-funding/,1,1,37,0,0
2020-03-05,/courses/edaid-apply/,1,1,133,0,0
2020-03-05,/courses/edinburgh/,2,2,1305,0,0
2020-03-05,/courses/full-stack-web-development/,14,14,700,0,0
2020-03-05,/courses/full-stack-web-development/cost-and-funding/,3,2,262,0,0
2020-03-05,/courses/full-stack-web-development/cost-and-funding/?fbclid=IwAR296Wwjv9eINsqPXs16aw0-hLBaLo_9fCICCqxzmngS4nQhvcnxUyGcSBQ,1,1,1552,0,0
2020-03-05,/courses/professional-software-development/,23,22,1640,0,0
2020-03-05,/courses/professional-software-development/application-and-dates/,9,8,507,0,0
2020-03-05,/courses/professional-software-development/apply/,11,11,3989,0,0
2020-03-05,/courses/professional-software-development/career-support/,1,1,1103,0,0
2020-03-05,/courses/professional-software-development/cost-and-funding/,19,17,3368,0,0
2020-03-05,/courses/professional-software-development/curriculum/,1,1,24,0,0
2020-03-05,/courses/professional-software-development/thank-you-syllabus-download/,1,1,67,0,0
2020-03-05,/courses/programming-with-r/,2,2,0,0,0
2020-03-05,/courses/python-for-developers/,4,4,2080,0,0
2020-03-05,/courses/short-courses/,1,1,0,0,0
2020-03-05,/courses/thank-you-for-your-application/,6,5,0,0,0
2020-03-05,/courses/understanding-software-development/,4,4,394,0,0
2020-03-05,/courses/ux-advanced/,1,1,0,0,0
2020-03-05,/courses/ux-design-fundamentals/,5,5,358,0,0
2020-03-05,/data-analysis-announcement/,2,2,0,0,0
2020-03-05,/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,1,1,212,0,0
2020-03-05,/data-analysis-announcement/dataset-exercise/,3,2,27,0,0
2020-03-05,/data-protection/,1,1,68,0,0
2020-03-05,/digital-careers/data-scientist/,1,1,424,0,0
2020-03-05,/digital-careers/product-owner/,1,1,306,0,0
2020-03-05,/edinburgh/,3,3,59,0,0
2020-03-05,/Edinburgh/,3,3,0,0,0
2020-03-05,/enquire/,4,4,1388,0,0
2020-03-05,/events/,2,2,102,0,0
2020-03-05,/events/alumni-events/,1,1,83,0,0
2020-03-05,/events/glasgow/,4,4,316,0,0
2020-03-05,/events/info-taster-session-events/,17,13,4409,0,0
2020-03-05,/events/inverness-events/,1,1,29,0,0
2020-03-05,/for-employers/,2,2,1612,0,0
2020-03-05,/for-employers/client-xperience/,2,2,2,0,0
2020-03-05,/for-employers/hire-with-codeclan/,2,2,0,0,0
2020-03-05,/glasgow/,2,2,0,0,0
2020-03-05,/Glasgow/,3,3,0,0,0
2020-03-05,/inverness/,2,2,124,0,0
2020-03-05,/pre-course-work/,16,10,504,0,0
2020-03-05,/pre-course-work/?fbclid=IwAR29e1SZoYCHIzF3xkfbpAGqEngpyJ6sMBTdsmROizPVncAsV39P-rFr6lY,1,1,0,0,0
2020-03-05,/store/,1,1,28,0,0
2020-03-05,/the-codeclan-experience/,1,1,281,0,0
2020-03-05,/the-codeclan-experience/a-typical-day/,3,3,849,0,0
2020-03-05,/the-codeclan-experience/the-alumni/,4,3,2117,0,0
2020-03-06,/,47,43,3120,0,0
2020-03-06,/?fbclid=IwAR2JieSstb9-SC_o9sLQWBIFrMhbab-_62gm659-IpcUMxR6ofiaogoMDck,1,1,0,0,0
2020-03-06,/?fbclid=IwAR3ezXSEHzIzEZqbMKANNJQoTR6onEumFJnqJI3m03aAbsI7KZF3NH4M-ms,1,1,0,0,0
2020-03-06,/?fbclid=IwAR3hqfW9gRp-hI1eHPDr5PPTyOqb-CMIR1hvpdc0fvGDh7AITscKqgTMC4Y,1,1,0,0,0
2020-03-06,/about-us/,4,4,943,0,0
2020-03-06,/about-us/become-an-instructor/,1,1,0,0,0
2020-03-06,/about-us/join-us/,1,1,59,0,0
2020-03-06,/about-us/our-team/,8,7,664,0,0
2020-03-06,/about-us/our-team/our-board/,6,5,810,0,0
2020-03-06,/admissions-track/,2,2,93,0,0
2020-03-06,/blog/7-celebrities-didnt-know-code/,3,3,0,0,0
2020-03-06,/blog/9-websites-start-coding-journey/,1,1,0,0,0
2020-03-06,/blog/author/killian/,1,1,0,0,0
2020-03-06,/blog/best-podcasts-coders-programmers/,14,14,0,0,0
2020-03-06,/blog/codeclan-data-analysis-course-diary-001/,1,1,0,0,0
2020-03-06,/blog/day-life-web-developer/,1,1,0,0,0
2020-03-06,/blog/find-inspiration-kats-student-project/,1,1,0,0,0
2020-03-06,/blog/graduates-charley-junior-developer/,1,1,0,0,0
2020-03-06,/blog/hire-developers-online-tests/,3,3,0,0,0
