date,exitPagePath,sessions,users,timeOnPage,goal13Completions,goal17Completions
2020-04-03,/courses/professional-software-development/cost-and-funding/,5,5,361,0,0
2020-04-03,/courses/professional-software-development/curriculum/,5,4,3530,0,0
2020-04-03,/courses/programming-with-r/,4,4,0,0,0
2020-04-03,/courses/python-for-developers/,2,2,1130,0,0
2020-04-03,/courses/short-courses/,1,1,0,0,0
2020-04-03,/courses/ux-design-fundamentals/,1,1,0,0,0
2020-04-03,/data-analysis-announcement/,2,2,0,0,0
2020-04-03,/data-analysis-announcement/dataset-exercise/,2,1,0,0,0
2020-04-03,/digital-careers/product-owner/,1,1,138,0,0
2020-04-03,/edinburgh/,1,1,17,0,0
2020-04-03,/Edinburgh/,1,1,0,0,0
2020-04-03,/enquire/,9,9,180,0,0
2020-04-03,/enquire/thank-you-for-your-enquiry/,1,1,202,0,0
2020-04-03,/events/partner-events/,1,1,0,0,0
2020-04-03,/for-employers/become-a-partner/,1,1,147,0,0
2020-04-03,/for-employers/client-xperience/,3,2,228,0,0
2020-04-03,/Glasgow/,14,14,0,0,0
2020-04-03,/pre-course-work-data-analysis/,3,3,274,0,0
2020-04-03,/pre-course-work/,4,4,0,0,0
2020-04-03,/webinars/,6,6,1390,2,0
2020-04-03,/webinars/?preview_id=19875&preview_nonce=55f2ba9986&preview=true,1,1,179,0,0
2020-04-04,/,21,21,1130,0,1
2020-04-04,/?fbclid=IwAR3NttRWsZH0eKTBrWS0C2ORWH6WMt6FmAlnn_bv3HdcxSI1VP6P4y5-HgY,1,1,0,0,0
2020-04-04,/?fbclid=IwAR3ze71-NdE8sOnBGaC05V3yH08M-K0hPRhxT9N50MVlmMkdeBH49o91ME0,1,1,0,0,0
2020-04-04,/about-us/become-a-ta-data/,2,2,404,0,0
2020-04-04,/about-us/join-us/partner-account-manager-smes/,2,2,53,0,0
2020-04-04,/about-us/our-team/,4,4,2343,0,0
2020-04-04,/about-us/our-team/our-board/,3,3,155,0,0
2020-04-04,/admissions-track/,3,3,695,0,0
2020-04-04,/blog/7-celebrities-didnt-know-code/,5,5,0,0,0
2020-04-04,/blog/best-podcasts-coders-programmers/,10,6,1669,0,0
2020-04-04,/blog/built-munro-bagger-site/,1,1,0,0,0
2020-04-04,/blog/day-life-web-developer/,1,1,0,0,0
2020-04-04,/blog/first-developer-job-advice/,5,5,181,0,0
2020-04-04,/blog/hire-a-developer-technical-interviews/,1,1,0,0,0
2020-04-04,/blog/hire-developer-screening-candidates/,1,1,0,0,0
2020-04-04,/blog/hire-developers-online-tests/,1,1,0,0,0
2020-04-04,/blog/most-asked-questions/,1,1,137,0,0
2020-04-04,/blog/scotland-demand-for-developers-growing/,2,2,0,0,0
2020-04-04,/blog/speed-networking-debunked-what-you-need-to-know/,1,1,0,0,0
2020-04-04,/blog/top-data-podcasts/,2,2,0,0,0
2020-04-04,/coronavirus/,2,2,61,0,0
2020-04-04,/courses/,5,5,639,0,0
2020-04-04,/courses/data-analysis/,10,10,3987,0,0
2020-04-04,/courses/data-analysis/application-process/,1,1,355,0,0
2020-04-04,/courses/data-analysis/apply/,2,2,370,0,0
2020-04-04,/courses/data-analysis/case-study/,3,3,1374,0,0
2020-04-04,/courses/data-analysis/cost-and-funding/,8,5,173,0,0
2020-04-04,/courses/edinburgh/,1,1,310,0,0
2020-04-04,/courses/full-stack-web-development/,3,3,6,0,0
2020-04-04,/courses/full-stack-web-development/cost-and-funding/,1,1,261,0,0
2020-04-04,/courses/professional-software-development/,10,10,972,0,0
2020-04-04,/courses/professional-software-development/?ct=t(Webinar+update)&mc_cid=fbf9a00785&mc_eid=[UNIQID],1,1,0,0,0
2020-04-04,/courses/professional-software-development/application-and-dates/,2,2,414,0,0
2020-04-04,/courses/professional-software-development/apply/,3,3,109,0,0
2020-04-04,/courses/professional-software-development/career-support/,1,1,1480,0,0
2020-04-04,/courses/professional-software-development/cost-and-funding/,4,4,1297,0,0
2020-04-04,/courses/professional-software-development/curriculum/,4,1,1796,0,0
2020-04-04,/courses/professional-software-development/thank-you-syllabus-download/,2,1,1526,0,0
2020-04-04,/courses/programming-with-r/,1,1,0,0,0
2020-04-04,/courses/python-for-developers/,2,2,183,0,0
2020-04-04,/courses/short-courses/,1,1,0,0,0
2020-04-04,/courses/thank-you-for-joining-our-programming-with-r-course/,2,1,285,0,0
2020-04-04,/courses/understanding-software-development/,3,1,235,0,0
2020-04-04,/data-protection/,1,1,15,0,0
2020-04-04,/digital-careers/product-owner/,1,1,533,0,0
2020-04-04,/edinburgh/,1,1,16,0,0
2020-04-04,/Edinburgh/,1,1,85,0,0
2020-04-04,/enquire/,2,2,0,0,0
2020-04-04,/for-employers/,1,1,0,0,0
2020-04-04,/glasgow/,2,2,114,0,0
2020-04-04,/pre-course-work/,3,1,196,0,0
2020-04-04,/site-map/,1,1,0,0,0
2020-04-04,/store/,1,1,0,0,0
2020-04-04,/the-codeclan-experience/a-typical-day/,2,2,362,1,0
2020-04-04,/webinars/,3,3,42,0,1
2020-04-04,/webinars/?fbclid=IwAR2kf07Fi3y1C4MVIlAxakYlB3HJ90jmqgXk9pq3JPyoA21zNOwTNMF4KSM,1,1,34,0,0
2020-04-05,/,23,22,3560,0,0
2020-04-05,/?fbclid=IwAR0YWNL0hekxIjPIXZOynj5zj8_w1-rN3tvgoDlT0_UvogN0nGJhxZO63Lc,1,1,0,0,0
2020-04-05,/?fbclid=IwAR2gNHKYqxShSlqrDRMCIQ2_R2Ud-B_vJq-qVvEd5UqFhuwZVnQMJ6mUuX0,1,1,0,0,0
2020-04-05,/?fbclid=IwAR2rrqq7TCLzZoKmAD3VQRZY6kdN3Zt3Eg_diQn5LQMupF2h0lz71pXlj1s,1,1,0,0,0
2020-04-05,/?fbclid=IwAR2Yv4M8T6QC9cY6yTpfhFF8TtsIv4ARTindbSo4KOpPRCLuZUYMvVOP4Ls,1,1,0,0,0
2020-04-05,/about-us/,1,1,0,0,0
2020-04-05,/about-us/our-team/,3,3,70,0,0
2020-04-05,/admissions-track/,3,3,27,0,0
2020-04-05,/blog/,1,1,620,0,0
2020-04-05,/blog/5-reasons-edinburgh-best-place-live-uk/,1,1,0,0,0
2020-04-05,/blog/7-celebrities-didnt-know-code/,5,5,18,0,0
2020-04-05,/blog/best-podcasts-coders-programmers/,4,4,0,0,0
2020-04-05,/blog/first-developer-job-advice/,2,2,0,0,0
2020-04-05,/blog/hire-developers-online-tests/,1,1,0,0,0
2020-04-05,/blog/learn-to-code-working/,1,1,0,0,0
2020-04-05,/blog/meet-our-instructors-keith/,1,1,434,0,0
2020-04-05,/blog/meet-the-team-katie-jeffree/,1,1,27,0,0
2020-04-05,/blog/top-data-podcasts/,2,2,0,0,0
2020-04-05,/coronavirus/,8,8,206,0,0
2020-04-05,/courses/,5,5,180,0,0
2020-04-05,/courses/data-analysis/,11,10,2531,0,0
2020-04-05,/courses/data-analysis/application-process/,1,1,131,1,0
2020-04-05,/courses/data-analysis/apply/,5,2,82,0,0
2020-04-05,/courses/data-analysis/case-study/,1,1,0,0,0
2020-04-05,/courses/edaid-apply/,1,1,0,0,0
2020-04-05,/courses/full-stack-web-development/,1,1,60,0,0
2020-04-05,/courses/professional-software-development/,8,8,267,0,0
2020-04-05,/courses/professional-software-development/application-and-dates/,2,2,318,0,0
2020-04-05,/courses/professional-software-development/apply/,8,7,630,0,0
2020-04-05,/courses/professional-software-development/career-support/,1,1,0,0,0
2020-04-05,/courses/professional-software-development/cost-and-funding/,2,2,221,0,0
2020-04-05,/courses/professional-software-development/curriculum/,3,2,7,0,0
2020-04-05,/courses/professional-software-development/thank-you-syllabus-download/,1,1,96,0,0
2020-04-05,/courses/programming-with-r/,2,2,0,0,0
2020-04-05,/courses/python-for-developers/,2,1,127,0,0
2020-04-05,/courses/short-courses/,1,1,0,0,0
2020-04-05,/courses/thank-you-data-analysis-application/,1,1,0,0,0
2020-04-05,/courses/understanding-software-development/,1,1,0,0,0
2020-04-05,/courses/ux-advanced/,1,1,0,0,0
2020-04-05,/courses/ux-design-fundamentals/,1,1,0,0,0
2020-04-05,/data-analysis-announcement/,3,3,127,0,0
2020-04-05,/digital-careers/test-engineer/,1,1,1122,0,0
2020-04-05,/Edinburgh/,2,2,0,0,0
2020-04-05,/events/partner-events/,1,1,0,0,0
2020-04-05,/for-employers/,1,1,0,0,0
2020-04-05,/for-employers/become-a-partner/,2,2,57,0,0
2020-04-05,/for-employers/hire-with-codeclan/,1,1,185,0,0
2020-04-05,/glasgow/,1,1,0,0,0
2020-04-05,/Glasgow/,1,1,0,0,0
2020-04-05,/pre-course-work/,2,2,22,0,0
2020-04-05,/store/,1,1,0,0,0
2020-04-05,/the-codeclan-experience/a-typical-day/,1,1,37,0,0
2020-04-05,/webinars/,4,3,322,0,1
2020-04-06,/,38,35,12806,0,0
2020-04-06,/?fbclid=IwAR03PaAfgT-aDwgz3_p3NPt6RKAPaxIBOywg06lrOcCB-ogOUEIKiRf2sww,1,1,0,0,0
2020-04-06,/?fbclid=IwAR2HQBOgMLNw-NmzaElOl_iqEoM1QgyUXa9CxLl1Vn7Bo2WDjRspP2m44bA,1,1,0,0,0
2020-04-06,/?ref=hexometer,1,1,0,0,0
2020-04-06,/2020-new-data-analysis/,2,2,6852,0,0
2020-04-06,/about-us/,1,1,0,0,0
2020-04-06,/about-us/join-us/,1,1,170,0,0
2020-04-06,/about-us/join-us/partner-account-manager-smes/,1,1,171,0,0
2020-04-06,/about-us/our-team/,5,5,1131,0,0
2020-04-06,/about-us/our-team/our-board/,2,2,331,0,0
2020-04-06,/admissions-track/,2,2,4,0,0
2020-04-06,/blog/,2,2,400,0,0
2020-04-06,/blog/7-celebrities-didnt-know-code/,6,6,0,0,0
2020-04-06,/blog/9-common-misconceptions-coding/,1,1,0,0,0
2020-04-06,/blog/9-websites-start-coding-journey/,5,5,0,0,0
2020-04-06,/blog/battled-pokemon-project/,1,1,0,0,0
2020-04-06,/blog/best-podcasts-coders-programmers/,4,4,0,0,0
2020-04-06,/blog/career-change-into-digital/,1,1,0,0,0
2020-04-06,/blog/codeclan-contributing-to-scotlands-20bn-data-boom/,1,1,0,0,0
2020-04-06,/blog/day-life-web-developer/,1,1,0,0,0
2020-04-06,/blog/first-developer-job-advice/,5,5,10,0,0
2020-04-06,/blog/hire-a-developer-technical-interviews/,2,1,0,0,0
2020-04-06,/blog/hire-developer-screening-candidates/,2,2,0,0,0
2020-04-06,/blog/hire-developers-online-tests/,3,3,0,0,0
2020-04-06,/blog/learn-to-code-working/,1,1,0,0,0
2020-04-06,/blog/meet-graduates-james-third-sector-lobbyist-software-developer/,1,1,0,0,0
2020-04-06,/blog/meet-our-partners-wallet-services/,1,1,0,0,0
2020-04-06,/blog/most-asked-questions/,2,2,13,0,0
2020-04-06,/blog/stress-awareness-month/,1,1,5292,0,0
2020-04-06,/blog/top-data-podcasts/,3,3,291,0,0
2020-04-06,/coronavirus/,3,3,15,0,0
2020-04-06,/courses/,5,5,304,0,0
2020-04-06,/courses/data-analysis/,10,9,477,0,0
2020-04-06,/courses/data-analysis/?elementor-preview=25885&ver=1586171314,1,1,60,0,0
2020-04-06,/courses/data-analysis/apply/,3,3,848,0,0
2020-04-06,/courses/data-analysis/cost-and-funding/,3,3,221,0,0
2020-04-06,/courses/full-stack-web-development/,5,5,329,0,0
2020-04-06,/courses/professional-software-development/,13,13,2457,0,1
2020-04-06,/courses/professional-software-development/application-and-dates/,2,2,11,0,0
2020-04-06,/courses/professional-software-development/apply/,6,5,1933,0,0
2020-04-06,/courses/professional-software-development/career-support/,1,1,0,0,0
2020-04-06,/courses/professional-software-development/cost-and-funding/,12,12,3305,0,1
2020-04-06,/courses/professional-software-development/curriculum/,4,4,439,0,0
2020-04-06,/courses/professional-software-development/curriculum/?fbclid=IwAR1nFGmF7J16HH5scMjQHSm83ug59KHbSiKCIfdzvc77LZFhyNUkUuAgjmc,1,1,0,0,0
2020-04-06,/courses/professional-software-development/thank-you-syllabus-download/,2,2,1943,0,1
2020-04-06,/courses/programming-with-r/,3,3,0,0,0
2020-04-06,/courses/python-for-developers/,8,8,981,0,0
2020-04-06,/courses/short-courses/,4,3,178,0,0
2020-04-06,/courses/thank-you-for-joining-our-understanding-programming-course/,1,1,0,0,0
2020-04-06,/courses/understanding-software-development/,3,3,4070,0,0
2020-04-06,/courses/ux-advanced/,1,1,13,0,0
2020-04-06,/courses/ux-design-fundamentals/,1,1,62,0,0
2020-04-06,/data-analysis-announcement/,1,1,0,0,0
2020-04-06,/data-analysis-announcement/dataset-exercise/,2,1,23,0,0
2020-04-06,/edinburgh/,1,1,175,0,0
2020-04-06,/enquire/,1,1,6,0,0
2020-04-06,/events/,1,1,0,0,0
2020-04-06,/for-employers/upskill-your-staff/,1,1,28,0,0
2020-04-06,/glasgow/,1,1,0,0,0
2020-04-06,/inverness/,1,1,155,0,0
2020-04-06,/pre-course-work/,3,3,1957,0,0
2020-04-06,/store/,2,2,1721,0,0
2020-04-06,/store/zipped-hoodie/,1,1,21,0,0
2020-04-06,/the-codeclan-experience/a-typical-day/,2,2,816,0,0
2020-04-06,/the-codeclan-experience/the-alumni/,2,2,436,0,0
2020-04-06,/webinars/,8,8,965,1,1
2020-04-07,/,63,55,10216,0,0
2020-04-07,/?elementor-preview=15&ver=1586267988,1,1,4170,0,0
2020-04-07,/2020-new-data-analysis/,15,11,3717,0,0
2020-04-07,/2020-new-data-analysis/?elementor-preview=26451&ver=1586257964,1,1,2069,0,0
2020-04-07,/2020-new-short-course/,1,1,0,0,0
2020-04-07,/about-us/,1,1,19,0,0
2020-04-07,/about-us/become-an-instructor/,1,1,5,0,0
2020-04-07,/about-us/join-us/partner-account-manager-smes/,3,3,31,0,0
2020-04-07,/about-us/our-team/,5,5,845,0,0
2020-04-07,/admissions-track/,1,1,17,0,0
2020-04-07,/blog/,2,2,45,0,0
2020-04-07,/blog/7-celebrities-didnt-know-code/,6,5,0,0,0
2020-04-07,/blog/best-podcasts-coders-programmers/,11,9,0,0,0
2020-04-07,/blog/first-developer-job-advice/?fbclid=IwAR3vv968jjbvcCL_ibA52rosjV00F5WX46wV_WQZfrMttLl_H6wxI8casYc,1,1,0,0,0
2020-04-07,/blog/free-courses-launched-techmums/,2,2,310,0,0
2020-04-07,/blog/hire-developers-online-tests/,4,4,10,0,0
2020-04-07,/blog/learn-to-code-working/,3,2,0,0,0
2020-04-07,/blog/leaving-oil-gas-for-a-career-in-tech-roberts-story/,1,1,32,0,0
2020-04-07,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,4,4,0,0,0
2020-04-07,/blog/meet-the-team-aileen-mcdonald/,2,2,124,0,0
2020-04-07,/blog/meet-the-team-katie-jeffree/,7,5,0,0,0
2020-04-07,/blog/our-guide-to-funding-our-full-time-courses/,1,1,0,0,0
2020-04-07,/blog/peter-support-engineer-freeagent/,1,1,0,0,0
2020-04-07,/blog/three-social-impact-initiatives-we-support-and-why-you-should-too/,1,1,0,0,0
2020-04-07,/blog/top-data-podcasts/,5,5,0,0,0
2020-04-07,/blog/understanding-understanding/,1,1,0,0,0
2020-04-07,/coronavirus/,2,2,89,0,0
2020-04-07,/courses/,6,5,121,0,0
2020-04-07,/courses/bespoke-courses/,1,1,474,0,0
2020-04-07,/courses/data-analysis/,17,16,1838,0,0
2020-04-07,/courses/data-analysis/application-process/,2,2,517,0,0
2020-04-07,/courses/data-analysis/apply/,2,2,5059,0,0
2020-04-07,/courses/data-analysis/info-pack/?elementor-preview=26923&ver=1586266874,1,1,4011,0,0
2020-04-07,/courses/edinburgh/,1,1,0,0,0
2020-04-07,/courses/full-stack-web-development/,2,2,523,0,0
2020-04-07,/courses/full-stack-web-development/cost-and-funding/,2,2,191,0,0
2020-04-07,/courses/intro-to-r/,1,1,0,0,0
2020-04-07,/courses/professional-software-development/,16,14,2590,1,0
2020-04-07,/courses/professional-software-development/application-and-dates/,2,2,24,0,0
2020-04-07,/courses/professional-software-development/apply/,3,3,26,0,0
2020-04-07,/courses/professional-software-development/career-support/,2,2,65,0,0
2020-04-07,/courses/professional-software-development/cost-and-funding/,5,5,113,0,0
2020-04-07,/courses/professional-software-development/curriculum/,2,2,715,0,0
2020-04-07,/courses/professional-software-development/student-projects/,2,1,351,0,0
2020-04-07,/courses/programming-with-r/,1,1,0,0,0
2020-04-07,/courses/python-for-developers/,2,2,353,0,0
2020-04-07,/courses/short-courses/,2,2,21,0,0
2020-04-07,/courses/understanding-software-development/,4,3,1545,0,0
2020-04-07,/courses/ux-design-fundamentals/,3,2,43,0,0
2020-04-07,/data-analysis-announcement/,4,4,0,0,0
2020-04-07,/data-analysis-announcement/dataset-exercise/,3,1,0,0,0
2020-04-07,/digital-careers/product-owner/,1,1,297,0,0
2020-04-07,/Edinburgh/,3,3,0,0,0
2020-04-07,/events/other-events/,1,1,8,0,0
2020-04-07,/for-employers/,3,3,110,0,0
2020-04-07,/for-employers/employer-case-studies/zonal-case-study/,1,1,33,0,0
2020-04-07,/Glasgow/,2,2,52,0,0
2020-04-07,/inverness/,1,1,109,0,0
2020-04-07,/pre-course-work/,3,3,0,0,0
2020-04-07,/updates/newsletter-thank-you/,1,1,32,0,0
2020-04-07,/webinars/,9,6,2467,1,1
2020-04-07,/webinars/?elementor-preview=19875&ver=1586252676,1,1,4536,0,0
2020-04-08,/,48,44,5652,0,0
2020-04-08,/?elementor-preview=15&ver=1586334771,1,1,0,0,0
2020-04-08,/?fbclid=IwAR0hbvK9hSHFCYtmJFNShYdiY5B2Qwg6GNWWRuH-f8dLBuj_gLBTnY0Qsp4,1,1,0,0,0
2020-04-08,/2020-new-data-analysis/,4,4,7647,0,0
2020-04-08,/2020-new-managing-software-development-teams/?elementor-preview=26878&ver=1586355117,1,1,14434,0,0
2020-04-08,/2020-new-short-course-2/,1,1,0,0,0
2020-04-08,/about-us/,7,7,1247,0,0
2020-04-08,/about-us/become-a-data-instructor/,2,2,249,0,0
2020-04-08,/about-us/join-us/,2,2,334,0,0
2020-04-08,/about-us/our-team/,2,2,2098,0,0
2020-04-08,/about-us/our-team/our-board/,2,2,86,0,0
2020-04-08,/admissions-track/,2,1,0,0,0
2020-04-08,/blog/,1,1,198,0,0
2020-04-08,/blog/2018-our-year-in-review/,1,1,0,0,0
2020-04-08,/blog/7-celebrities-didnt-know-code/,7,7,53,0,0
2020-04-08,/blog/9-common-misconceptions-coding/,1,1,0,0,0
2020-04-08,/blog/9-websites-start-coding-journey/,1,1,0,0,0
2020-04-08,/blog/battled-pokemon-project/,1,1,0,0,0
2020-04-08,/blog/best-podcasts-coders-programmers/,5,4,0,0,0
2020-04-08,/blog/claires-coding-journey-from-hobby-to-career/,1,1,1500,0,0
2020-04-08,/blog/codebar-edinburgh-glasgow-coding/,1,1,0,0,0
2020-04-08,/blog/codeclan-ceo-melinda-matthews/,1,1,0,0,0
2020-04-08,/blog/codeclan-data-analysis-course-diary-001/,1,1,2225,0,0
2020-04-08,/blog/first-developer-job-advice/,5,5,1276,0,0
2020-04-08,/blog/glasgow-coding-bootcamp-career/,1,1,119,0,0
2020-04-08,/blog/hire-developers-online-tests/,3,3,0,0,0
2020-04-08,/blog/learn-to-code-working/,3,3,0,0,0
2020-04-08,/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,1,1,0,0,0
2020-04-08,/blog/meet-the-team-katie-jeffree/,4,1,0,0,0
2020-04-08,/blog/meet-the-team-niall-morris/,1,1,15,0,0
2020-04-08,/blog/page/2/,1,1,164,0,0
2020-04-08,/blog/peter-support-engineer-freeagent/,1,1,0,0,0
2020-04-08,/blog/stress-awareness-month/,1,1,2669,0,0
2020-04-08,/coronavirus/,7,7,1966,0,0
2020-04-08,/courses/,7,7,170,0,0
2020-04-08,/courses/agile-for-effective-teams/,2,2,200,0,0
2020-04-08,/courses/data-analysis/,22,20,3334,0,0
2020-04-08,/courses/data-analysis/apply/,3,3,1116,0,0
2020-04-08,/courses/data-analysis/case-study/,1,1,48,0,0
2020-04-08,/courses/data-analysis/cost-and-funding/,4,4,2338,0,0
2020-04-08,/courses/data-analysis/info-pack/,2,2,892,0,0
2020-04-08,/courses/data-analysis/thank-you-data-pack-download/,1,1,97,0,0
2020-04-08,/courses/edaid-apply/data/,1,1,0,0,0
2020-04-08,/courses/full-stack-web-development/,7,6,346,0,0
2020-04-08,/courses/full-stack-web-development/apply-inverness/,4,2,63,0,0
2020-04-08,/courses/full-stack-web-development/cost-and-funding/,3,3,880,0,0
2020-04-08,/courses/professional-software-development/,20,19,5621,0,0
2020-04-08,/courses/professional-software-development/application-and-dates/,3,3,170,0,0
2020-04-08,/courses/professional-software-development/apply/,4,4,652,0,0
2020-04-08,/courses/professional-software-development/career-support/,1,1,0,0,0
2020-04-08,/courses/professional-software-development/cost-and-funding/,10,9,1865,0,0
2020-04-08,/courses/professional-software-development/curriculum/,5,4,5881,0,0
2020-04-08,/courses/professional-software-development/student-projects/,1,1,0,0,0
2020-04-08,/courses/professional-software-development/thank-you-syllabus-download/,4,3,4768,0,0
2020-04-08,/courses/programming-with-r/,2,2,0,0,0
2020-04-08,/courses/python-for-developers/,1,1,61,0,0
2020-04-08,/courses/short-courses/,1,1,0,0,0
2020-04-08,/courses/understanding-software-development/,2,2,14,0,0
2020-04-08,/courses/ux-advanced/,1,1,87,0,0
2020-04-08,/courses/ux-design-fundamentals/,1,1,2637,0,0
2020-04-08,/data-analysis-announcement/,2,2,25,0,0
2020-04-08,/data-analysis-announcement/dataset-exercise/,2,1,1275,0,0
2020-04-08,/Edinburgh/,1,1,0,0,0
2020-04-08,/enquire/,1,1,4,0,0
2020-04-08,/for-employers/,1,1,0,0,0
2020-04-08,/for-employers/become-a-partner/,1,1,29,0,0
2020-04-08,/for-employers/employer-case-studies/,1,1,2196,0,0
2020-04-08,/glasgow/,1,1,327,0,0
2020-04-08,/Glasgow/,2,2,0,0,0
2020-04-08,/pre-course-work/,4,4,0,0,0
2020-04-08,/the-codeclan-experience/a-typical-day/,1,1,1570,0,0
2020-04-08,/webinars/,20,18,998,2,0
2020-04-09,(not set),1,1,0,1,0
2020-04-09,/,48,45,4134,0,0
2020-04-09,/2020-new-managing-software-development-teams/?elementor-preview=26878&ver=1586431717,1,1,891,0,0
2020-04-09,/2020-new-managing-software-development-teams/?elementor-preview=26878&ver=1586443594,1,1,2649,0,0
2020-04-09,/about-us/,5,5,1554,0,0
2020-04-09,/about-us/our-team/,4,4,602,0,0
2020-04-09,/about-us/our-team/our-board/,1,1,734,0,0
2020-04-09,/accessibility/,1,1,118,0,0
2020-04-09,/admissions-track/,1,1,40,0,0
2020-04-09,/blog/,1,1,27,0,0
2020-04-09,/blog/7-celebrities-didnt-know-code/,11,9,1055,0,0
2020-04-09,/blog/9-websites-start-coding-journey/,1,1,0,0,0
2020-04-09,/blog/best-podcasts-coders-programmers/,10,10,405,0,0
2020-04-09,/blog/day-life-web-developer/,1,1,701,0,0
2020-04-09,/blog/first-developer-job-advice/,1,1,0,0,0
2020-04-09,/blog/graphic-designer-trainee-software-developer-meet-tahnee/,1,1,0,0,0
2020-04-09,/blog/hire-developers-online-tests/,3,2,1300,0,0
2020-04-09,/blog/how-codeclan-gives-back-to-the-community-in-scotland-with-tech-for-good/,1,1,7,0,0
2020-04-09,/blog/inspirational-women-tech/,1,1,0,0,0
2020-04-09,/blog/learn-to-code-working/,1,1,0,0,0
2020-04-09,/blog/meet-the-team-katie-jeffree/,3,1,0,0,0
2020-04-09,/blog/meet-the-team-niall-morris/,1,1,0,0,0
2020-04-09,/blog/new-career-in-tech-autumn/,1,1,0,0,0
2020-04-09,/blog/page/3/,1,1,87,0,0
2020-04-09,/blog/retrain-as-a-data-analyst/,1,1,0,0,0
2020-04-09,/blog/say-hello-to-edinburgh-cohort-33/,1,1,0,0,0
2020-04-09,/coronavirus/,5,5,2602,0,0
2020-04-09,/courses/,13,13,4889,0,0
2020-04-09,/courses/bespoke-courses/,1,1,105,0,0
2020-04-09,/courses/data-analysis/,15,14,2253,0,0
2020-04-09,/courses/data-analysis/?elementor-preview=26451&ver=1586429774,1,1,1950,0,0
2020-04-09,/courses/data-analysis/?elementor-preview=26451&ver=1586433257,1,1,817,0,0
2020-04-09,/courses/data-analysis/?preview_id=26451&preview_nonce=5a69e2efb4&preview=true,1,1,2650,0,0
2020-04-09,/courses/data-analysis/apply/,1,1,164,0,0
2020-04-09,/courses/data-analysis/cost-and-funding/,3,3,275,0,0
2020-04-09,/courses/data-analysis/info-pack/,3,2,45,0,0
2020-04-09,/courses/data-analysis/thank-you-data-pack-download/,1,1,241,0,0
2020-04-09,/courses/edaid-apply/,4,4,178,0,0
2020-04-09,/courses/edaid-apply/data/,1,1,0,0,0
2020-04-09,/courses/edinburgh/,1,1,30,0,0
2020-04-09,/courses/full-stack-web-development/cost-and-funding/,1,1,0,0,0
2020-04-09,/courses/professional-software-development/,18,17,4885,0,0
2020-04-09,/courses/professional-software-development/apply/,10,7,3296,0,0
2020-04-09,/courses/professional-software-development/career-support/,1,1,0,0,0
2020-04-09,/courses/professional-software-development/cost-and-funding/,6,6,223,0,0
2020-04-09,/courses/professional-software-development/curriculum/,3,3,282,0,0
2020-04-09,/courses/professional-software-development/thank-you-syllabus-download/,1,1,58,0,0
2020-04-09,/courses/python-for-developers/,1,1,352,0,0
2020-04-09,/courses/understanding-software-development/,7,6,487,0,0
2020-04-09,/courses/ux-advanced/,1,1,0,0,0
2020-04-09,/courses/ux-design-fundamentals/,1,1,0,0,0
2020-04-09,/data-analysis-announcement/,4,4,149,0,0
2020-04-09,/data-analysis-announcement/dataset-exercise/,3,3,0,0,0
2020-04-09,/digital-careers/ux-consultant/,1,1,157,0,0
2020-04-09,/edinburgh/,4,4,116,0,0
2020-04-09,/Edinburgh/,3,2,957,0,0
2020-04-09,/events/partner-events/,1,1,0,0,0
2020-04-09,/for-employers/,1,1,0,0,0
2020-04-09,/for-employers/hire-with-codeclan/,1,1,214,0,0
2020-04-09,/funding/,2,2,26,0,0
2020-04-09,/funding/?fbclid=IwAR0CyrKdeHsZOw_G9z_9C4w-_0gcirCEgksITriGnJQz67qjmSyFA8e43LQ,1,1,0,0,0
2020-04-09,/funding/?fbclid=IwAR1iPcR6QhMYY_hSxtrOKF54vWh9WaswhezrkcqTl_GYHFG4boePDnYrI80,1,1,135,0,0
2020-04-09,/funding/?fbclid=IwAR3fgTORr1oXDgMLi52vefJAUIZRk_VRF9fBLl90zwt5Q-gjh3djQIvUNls,1,1,0,0,0
2020-04-09,/glasgow/,2,1,49,0,0
2020-04-09,/Glasgow/,2,2,0,0,0
2020-04-09,/pre-course-work/,5,5,970,0,0
2020-04-09,/webinars/,13,8,6322,0,1
2020-04-10,/,39,36,3465,0,0
2020-04-10,/?fbclid=IwAR03QwZGtd5IVXqq1MLI_UNWV68madCw6Zmj7K6jepJJfT0VM0gX3GTWHa4,1,1,0,0,0
2020-04-10,/?fbclid=IwAR14cjCSjjh7SaIyqccvN75QHz4N-uQgUdmwa3XsG34ajy63f0u1knlL3so,1,1,0,0,0
2020-04-10,/2020-new-managing-software-development-teams/,3,2,733,0,0
2020-04-10,/2020-new-managing-software-development-teams/?elementor-preview=26878&ver=1586517922,1,1,1565,0,0
2020-04-10,/about-us/become-a-data-instructor/,3,1,165,0,0
2020-04-10,/about-us/become-a-ta-data/,1,1,69,0,0
2020-04-10,/about-us/our-team/,8,4,1727,0,0
2020-04-10,/about-us/our-team/our-board/,3,3,76,0,0
2020-04-10,/blog/500-graduates-in-employment/,1,1,224,0,0
2020-04-10,/blog/7-celebrities-didnt-know-code/,3,3,0,0,0
2020-04-10,/blog/7-reasons-to-study-data-analysis-at-codeclan/,1,1,0,0,0
